student_id,student_name,class_name,gender,subject,test_name,date_taken,marks_obtained,total_marks,percentage,previous_subject_percentage,subject_average,overall_average,attendance_percentage,subject_avg,risk_label,instruction,guidance
1119,Ritika Khan,Psychology,Female,Math,Chapter Quiz,2026-02-21,46,100,46,59,46.0,75.0,62.0,46.0,gradual_decline,"Class: 10B, Subject: Math, Scores history: 88% → 82% → 77%. Attendance: 62%, Overall avg: 87%, Subject avg: 82%.",Math scores declining steadily: 88% → 82% → 77%. This gradual slip could lead to bigger problems if not addressed. PLAN: 1) Identify exact topics causing decline 2) Daily focused practice on weak areas 3) Bi-weekly assessments to track progress 4) Parent communication about support at home.
1120,Varun Rao,Business Administration,Male,Biology,Mid Term Exam,2026-02-15,59,100,59,61,59.0,84.0,81.0,59.0,subject_weakness,"Class: 9A, Subject: Biology, Score: 59%, Attendance: 81%, Overall avg: 84%, Subject avg: 59%.",Biology underperformance (59%) despite strong overall 84% average indicates specific subject difficulty. ACTION: 1) Hire specialized Biology tutor 2) Practice 30+ problems weekly in weak topics 3) Concept map creation for each Biology chapter 4) Monitor confidence levels 5) Adjust learning method if needed.
1121,Nikhil Kumar,Chemical Engineering,Male,Chemistry,Performance Test,2026-03-04,83,100,83,83,83.0,93.0,80.0,83.0,no_risk,"Class: 9A, Subject: Chemistry, Score: 83%, Attendance: 80%, Overall avg: 93%.",✅ Strong consistent Chemistry performance (83%). Attendance excellent (80%). Continue current strategy! NEXT: 1) Advanced problem-solving practice 2) Subject competitions participation 3) Higher-order thinking activities 4) Consider this as strong subject for future focus.
1122,Priya Khan,Psychology,Male,Chemistry,Chapter Quiz,2026-03-03,48,100,48,70,48.0,75.0,55.0,48.0,sudden_drop,"Class: 10B, Subject: Chemistry, Score: 48% (previous: 73%), Attendance: 55%, Overall avg: 47%, Subject avg: 60%.",Chemistry 25% sudden drop with 55% attendance detected. INTERVENTION: 1) If attendance issue: mandatory attendance plan 2) If academic: intensive tutoring + daily practice 3) If personal: counseling referral 4) Reassess after 1 week.
1123,Sanjay Verma,Business Administration,Male,Science,Pre-Board Exam,2026-02-18,86,100,86,101,86.0,75.0,89.0,86.0,gradual_decline,"Class: 8A, Subject: Science, Scores history: 82% → 71% → 62%. Attendance: 89%, Overall avg: 58%, Subject avg: 71%.",Science scores declining steadily: 82% → 71% → 62%. This gradual slip could lead to bigger problems if not addressed. PLAN: 1) Identify exact topics causing decline 2) Daily focused practice on weak areas 3) Bi-weekly assessments to track progress 4) Parent communication about support at home.
1124,Sanjay Khan,Civil Engineering,Male,Math,Assessment 2,2026-03-04,52,100,52,53,52.0,86.0,91.0,52.0,subject_weakness,"Class: 10B, Subject: Math, Score: 52%, Attendance: 91%, Overall avg: 86%, Subject avg: 52%.",Strong overall student (86% average) but Math is weak point (52%). Clear subject gap requiring focused intervention. STRATEGY: 1) Dedicated Math tutor immediately 2) Daily Math practice (minimum 45 minutes) 3) Group sessions focusing only on Math 4) Weekly Math-only assessments 5) Identify and fix conceptual gaps.
1125,Amit Khan,Electrical Engineering,Male,Social Studies,Pre-Board Exam,2026-02-20,75,100,75,95,75.0,75.0,87.0,75.0,sudden_drop,"Class: 10B, Subject: Social Studies, Score: 75% (previous: 91%), Attendance: 87%, Overall avg: 90%, Subject avg: 83%.",Critical alert: Social Studies score plummeted (16% drop). Attendance is 87% - could be factor. MUST DO: 1) Parent-teacher meeting if attendance low 2) One-on-one tutoring immediately 3) Catch-up material and daily practice 4) Weekly follow-ups to ensure recovery.
1126,Aditya Patel,Civil Engineering,Male,Chemistry,Formative Test,2026-03-11,79,100,79,86,79.0,83.0,88.0,79.0,no_risk,"Class: 9B, Subject: Chemistry, Score: 79%, Attendance: 88%, Overall avg: 83%.",✅ Outstanding Chemistry achievement (79%). Consistent excellence demonstrated. OPPORTUNITIES: 1) Fast-track to advanced topics 2) Subject-specific clubs/competitions 3) Advanced placement consideration 4) Leverage as strength subject.
1127,Raj Gupta,Electronics & Communication,Male,Math,Pre-Board Exam,2026-03-02,47,100,47,54,47.0,81.0,91.0,47.0,subject_weakness,"Class: 10A, Subject: Math, Score: 47%, Attendance: 91%, Overall avg: 81%, Subject avg: 47%.",Student performing well (81%) except Math (47% average). Need Math specialization. PLAN: 1) One-on-one Math coaching 2) Identify exact weak topics 3) Step-by-step problem solving practice 4) Visual learning materials for Math 5) Weekly check-ins to track Math improvement.
1128,Priya Rao,Biotechnology,Male,History,Chapter Quiz,2026-02-23,47,100,47,56,47.0,75.0,89.0,47.0,gradual_decline,"Class: 10A, Subject: History, Scores history: 86% → 77% → 71%. Attendance: 89%, Overall avg: 64%, Subject avg: 78%.",3-test History decline pattern: 86% → 77% → 71%. Intervention needed before trend worsens. APPROACH: 1) Detailed chapter-wise weakness analysis 2) Targeted exercise sheets daily 3) Concept clarification sessions 4) Progress tracking with weekly tests.
1129,Karan Rao,Commerce,Male,Social Studies,Mid Term Exam,2026-02-24,84,100,84,95,84.0,75.0,88.0,84.0,gradual_decline,"Class: 9A, Subject: Social Studies, Scores history: 91% → 82% → 74%. Attendance: 88%, Overall avg: 77%, Subject avg: 82%.","Social Studies performance declining (91% → 82% → 74%). With 88% attendance, need to identify barriers. SOLUTION: 1) Review lecture notes missed (if attendance issue) 2) Intensive tutoring 3) Practice past papers 4) Check if personal/health issues affecting study."
1130,Jatin Singh,Commerce,Male,History,Chapter Quiz,2026-02-28,72,100,72,94,72.0,75.0,60.0,72.0,sudden_drop,"Class: 9B, Subject: History, Score: 72% (previous: 92%), Attendance: 60%, Overall avg: 73%, Subject avg: 82%.",History performance fell 20 points abruptly. This significant decline requires prompt intervention. ACTION PLAN: 1) Review recent History lessons together 2) Create a focused study schedule 3) Arrange peer tutoring or additional support 4) Monitor next test carefully for improvement signs.
1131,Ritika Rao,Electrical Engineering,Female,History,Formative Test,2026-02-16,64,100,64,79,64.0,75.0,62.0,64.0,gradual_decline,"Class: 9A, Subject: History, Scores history: 77% → 69% → 64%. Attendance: 62%, Overall avg: 64%, Subject avg: 70%.",Gradual History decline detected: 77% → 69% → 64%. Pattern shows consistent downward trend across 3 tests. ACTION: 1) Root cause analysis (fatigue? difficult content?) 2) Stop decline immediately through targeted practice 3) Weekly mini-tests to track recovery 4) Adjust study methods if current approach failing.
1132,Meera Sharma,Biotechnology,Female,Science,Formative Test,2026-03-01,88,100,88,91,88.0,83.0,95.0,88.0,no_risk,"Class: 10B, Subject: Science, Score: 88%, Attendance: 95%, Overall avg: 83%.",✅ Outstanding Science achievement (88%). Consistent excellence demonstrated. OPPORTUNITIES: 1) Fast-track to advanced topics 2) Subject-specific clubs/competitions 3) Advanced placement consideration 4) Leverage as strength subject.
1133,Raj Desai,Economics,Male,Math,Unit Test 3,2026-03-06,57,100,57,84,57.0,75.0,90.0,57.0,sudden_drop,"Class: 9B, Subject: Math, Score: 57% (previous: 77%), Attendance: 90%, Overall avg: 57%, Subject avg: 67%.",Amit's Math dropped 20 points suddenly (77% → 57%). This large drop suggests struggling with specific content or personal issues. IMMEDIATE ACTION: 1) Identify the struggling topic urgently 2) Schedule one-on-one tutoring session this week 3) Assign targeted practice problems on weak areas 4) Follow up with student on any personal challenges.
1134,Divya Patel,Chemical Engineering,Female,Social Studies,Monthly Assessment,2026-02-23,55,100,55,53,55.0,88.0,83.0,55.0,subject_weakness,"Class: 8A, Subject: Social Studies, Score: 55%, Attendance: 83%, Overall avg: 88%, Subject avg: 55%.",Clear strength-weakness pattern: 88% average overall but only 55% in Social Studies. Social Studies is holding back potential. CORRECTIVE MEASURES: 1) Immediate Social Studies tutoring start 2) Master fundamentals first 3) Daily 20-30 min focused practice 4) Problem-solving competitions to build confidence 5) Re-test after 2 weeks.
1135,Kavya Kumar,Economics,Female,English,Unit Test 2,2026-03-13,58,100,58,69,58.0,75.0,79.0,58.0,gradual_decline,"Class: 8B, Subject: English, Scores history: 76% → 66% → 60%. Attendance: 79%, Overall avg: 62%, Subject avg: 67%.",English scores declining steadily: 76% → 66% → 60%. This gradual slip could lead to bigger problems if not addressed. PLAN: 1) Identify exact topics causing decline 2) Daily focused practice on weak areas 3) Bi-weekly assessments to track progress 4) Parent communication about support at home.
1136,Anjali Verma,Chemical Engineering,Female,Chemistry,Pre-Board Exam,2026-03-01,87,100,87,94,87.0,82.0,91.0,87.0,no_risk,"Class: 8A, Subject: Chemistry, Score: 87%, Attendance: 91%, Overall avg: 82%.",✅ Chemistry mastery shown (87% with 91% attendance). Stable and reliable performance. ENHANCEMENT: 1) Move to advanced curriculum 2) Project-based learning in Chemistry 3) Mentoring weaker students 4) Competitive exam preparation.
1137,Pooja Singh,Information Technology,Female,History,Unit Test 1,2026-03-10,39,100,39,47,39.0,72.0,95.0,39.0,subject_weakness,"Class: 8A, Subject: History, Score: 39%, Attendance: 95%, Overall avg: 72%, Subject avg: 39%.",Strong overall student (72% average) but History is weak point (39%). Clear subject gap requiring focused intervention. STRATEGY: 1) Dedicated History tutor immediately 2) Daily History practice (minimum 45 minutes) 3) Group sessions focusing only on History 4) Weekly History-only assessments 5) Identify and fix conceptual gaps.
1138,Rishabh Gupta,Electronics & Communication,Male,Biology,Monthly Assessment,2026-03-06,55,100,55,84,55.0,75.0,80.0,55.0,sudden_drop,"Class: 9B, Subject: Biology, Score: 55% (previous: 77%), Attendance: 80%, Overall avg: 70%, Subject avg: 66%.",Biology performance fell 22 points abruptly. This significant decline requires prompt intervention. ACTION PLAN: 1) Review recent Biology lessons together 2) Create a focused study schedule 3) Arrange peer tutoring or additional support 4) Monitor next test carefully for improvement signs.
1139,Jatin Kumar,Civil Engineering,Male,Chemistry,Unit Test 3,2026-02-19,54,100,54,60,54.0,75.0,65.0,54.0,gradual_decline,"Class: 8B, Subject: Chemistry, Scores history: 80% → 72% → 65%. Attendance: 65%, Overall avg: 69%, Subject avg: 72%.",Chemistry scores declining steadily: 80% → 72% → 65%. This gradual slip could lead to bigger problems if not addressed. PLAN: 1) Identify exact topics causing decline 2) Daily focused practice on weak areas 3) Bi-weekly assessments to track progress 4) Parent communication about support at home.
1140,Amit Sharma,Commerce,Male,History,Pre-Board Exam,2026-02-23,85,100,85,95,85.0,93.0,90.0,85.0,no_risk,"Class: 8A, Subject: History, Score: 85%, Attendance: 90%, Overall avg: 93%.",✅ Excellent performance in History (85%). Keep up strong work! RECOMMENDATIONS: 1) Introduce advanced challenge problems 2) Expand to Olympic-level content 3) Peer tutoring for struggling classmates 4) Consider subject specialization for competitive exams.
1141,Nisha Kumar,Business Administration,Female,Physics,Mid Term Exam,2026-02-26,58,100,58,63,58.0,75.0,69.0,58.0,gradual_decline,"Class: 8A, Subject: Physics, Scores history: 78% → 66% → 59%. Attendance: 69%, Overall avg: 69%, Subject avg: 67%.",Gradual Physics decline detected: 78% → 66% → 59%. Pattern shows consistent downward trend across 3 tests. ACTION: 1) Root cause analysis (fatigue? difficult content?) 2) Stop decline immediately through targeted practice 3) Weekly mini-tests to track recovery 4) Adjust study methods if current approach failing.
1142,Vikram Bhat,Mechanical Engineering,Male,Science,Unit Test 1,2026-03-08,62,100,62,70,62.0,75.0,86.0,62.0,gradual_decline,"Class: 10B, Subject: Science, Scores history: 86% → 78% → 73%. Attendance: 86%, Overall avg: 84%, Subject avg: 79%.",Gradual Science decline detected: 86% → 78% → 73%. Pattern shows consistent downward trend across 3 tests. ACTION: 1) Root cause analysis (fatigue? difficult content?) 2) Stop decline immediately through targeted practice 3) Weekly mini-tests to track recovery 4) Adjust study methods if current approach failing.
1143,Amit Verma,Computer Science & Engineering,Male,History,Pre-Board Exam,2026-02-13,86,100,86,84,86.0,94.0,80.0,86.0,no_risk,"Class: 8A, Subject: History, Score: 86%, Attendance: 80%, Overall avg: 94%.",✅ Excellent performance in History (86%). Keep up strong work! RECOMMENDATIONS: 1) Introduce advanced challenge problems 2) Expand to Olympic-level content 3) Peer tutoring for struggling classmates 4) Consider subject specialization for competitive exams.
1144,Meera Desai,Mechanical Engineering,Female,English,Unit Test 2,2026-02-15,92,100,92,93,92.0,89.0,81.0,92.0,no_risk,"Class: 9B, Subject: English, Score: 92%, Attendance: 81%, Overall avg: 89%.",✅ English mastery shown (92% with 81% attendance). Stable and reliable performance. ENHANCEMENT: 1) Move to advanced curriculum 2) Project-based learning in English 3) Mentoring weaker students 4) Competitive exam preparation.
1145,Kavya Nair,Civil Engineering,Female,English,Mid Term Exam,2026-03-11,54,100,54,55,54.0,80.0,94.0,54.0,subject_weakness,"Class: 8B, Subject: English, Score: 54%, Attendance: 94%, Overall avg: 80%, Subject avg: 54%.",Student excels generally (80% overall) but struggles in English (54% average). English seems to be learning block. INTENSIVE PLAN: 1) Root cause analysis (anxiety? conceptual block?) 2) Behavior-specific tutoring 3) Simplified English materials 4) Bi-weekly progress tests 5) Peer mentoring in English.
1146,Isha Khan,Psychology,Female,Math,Unit Test 1,2026-02-27,40,100,40,49,40.0,75.0,66.0,40.0,gradual_decline,"Class: 10B, Subject: Math, Scores history: 76% → 70% → 60%. Attendance: 66%, Overall avg: 65%, Subject avg: 68%.",Gradual Math decline detected: 76% → 70% → 60%. Pattern shows consistent downward trend across 3 tests. ACTION: 1) Root cause analysis (fatigue? difficult content?) 2) Stop decline immediately through targeted practice 3) Weekly mini-tests to track recovery 4) Adjust study methods if current approach failing.
1147,Amit Desai,Civil Engineering,Male,English,Pre-Board Exam,2026-02-23,60,100,60,83,60.0,75.0,62.0,60.0,sudden_drop,"Class: 10B, Subject: English, Score: 60% (previous: 75%), Attendance: 62%, Overall avg: 63%, Subject avg: 67%.",English performance fell 15 points abruptly. This significant decline requires prompt intervention. ACTION PLAN: 1) Review recent English lessons together 2) Create a focused study schedule 3) Arrange peer tutoring or additional support 4) Monitor next test carefully for improvement signs.
1148,Meera Singh,Psychology,Female,Science,Monthly Assessment,2026-03-13,72,100,72,83,72.0,75.0,67.0,72.0,gradual_decline,"Class: 9B, Subject: Science, Scores history: 89% → 81% → 76%. Attendance: 67%, Overall avg: 77%, Subject avg: 82%.","Science performance declining (89% → 81% → 76%). With 67% attendance, need to identify barriers. SOLUTION: 1) Review lecture notes missed (if attendance issue) 2) Intensive tutoring 3) Practice past papers 4) Check if personal/health issues affecting study."
1149,Jatin Kumar,Chemical Engineering,Male,Science,Unit Test 1,2026-03-15,81,100,81,82,81.0,82.0,90.0,81.0,no_risk,"Class: 10A, Subject: Science, Score: 81%, Attendance: 90%, Overall avg: 82%.",✅ Science mastery shown (81% with 90% attendance). Stable and reliable performance. ENHANCEMENT: 1) Move to advanced curriculum 2) Project-based learning in Science 3) Mentoring weaker students 4) Competitive exam preparation.
1150,Harsh Rao,Economics,Male,Science,Unit Test 3,2026-03-12,89,100,89,96,89.0,84.0,87.0,89.0,no_risk,"Class: 8A, Subject: Science, Score: 89%, Attendance: 87%, Overall avg: 84%.",✅ Strong consistent Science performance (89%). Attendance excellent (87%). Continue current strategy! NEXT: 1) Advanced problem-solving practice 2) Subject competitions participation 3) Higher-order thinking activities 4) Consider this as strong subject for future focus.
1151,Ananya Verma,Mechanical Engineering,Female,Social Studies,Assessment 1,2026-03-07,60,100,60,69,60.0,88.0,83.0,60.0,subject_weakness,"Class: 10B, Subject: Social Studies, Score: 60%, Attendance: 83%, Overall avg: 88%, Subject avg: 60%.",Clear strength-weakness pattern: 88% average overall but only 60% in Social Studies. Social Studies is holding back potential. CORRECTIVE MEASURES: 1) Immediate Social Studies tutoring start 2) Master fundamentals first 3) Daily 20-30 min focused practice 4) Problem-solving competitions to build confidence 5) Re-test after 2 weeks.
1152,Pooja Rao,Chemical Engineering,Female,Science,Unit Test 2,2026-02-20,65,100,65,84,65.0,75.0,92.0,65.0,sudden_drop,"Class: 8A, Subject: Science, Score: 65% (previous: 84%), Attendance: 92%, Overall avg: 74%, Subject avg: 74%.",Amit's Science dropped 19 points suddenly (84% → 65%). This large drop suggests struggling with specific content or personal issues. IMMEDIATE ACTION: 1) Identify the struggling topic urgently 2) Schedule one-on-one tutoring session this week 3) Assign targeted practice problems on weak areas 4) Follow up with student on any personal challenges.
1153,Neha Bhat,Chemical Engineering,Female,Science,Pre-Board Exam,2026-02-20,60,100,60,69,60.0,80.0,82.0,60.0,subject_weakness,"Class: 8A, Subject: Science, Score: 60%, Attendance: 82%, Overall avg: 80%, Subject avg: 60%.",Student performing well (80%) except Science (60% average). Need Science specialization. PLAN: 1) One-on-one Science coaching 2) Identify exact weak topics 3) Step-by-step problem solving practice 4) Visual learning materials for Science 5) Weekly check-ins to track Science improvement.
1154,Rishabh Gupta,Economics,Male,Biology,Monthly Assessment,2026-03-12,93,100,93,96,93.0,93.0,91.0,93.0,no_risk,"Class: 8B, Subject: Biology, Score: 93%, Attendance: 91%, Overall avg: 93%.",✅ Excellent performance in Biology (93%). Keep up strong work! RECOMMENDATIONS: 1) Introduce advanced challenge problems 2) Expand to Olympic-level content 3) Peer tutoring for struggling classmates 4) Consider subject specialization for competitive exams.
1155,Nikhil Singh,Business Administration,Male,History,Unit Test 2,2026-03-05,55,100,55,51,55.0,80.0,78.0,55.0,subject_weakness,"Class: 9A, Subject: History, Score: 55%, Attendance: 78%, Overall avg: 80%, Subject avg: 55%.",Student excels generally (80% overall) but struggles in History (55% average). History seems to be learning block. INTENSIVE PLAN: 1) Root cause analysis (anxiety? conceptual block?) 2) Behavior-specific tutoring 3) Simplified History materials 4) Bi-weekly progress tests 5) Peer mentoring in History.
1156,Neha Verma,Commerce,Female,Chemistry,Assessment 1,2026-03-14,37,100,37,61,37.0,75.0,58.0,37.0,sudden_drop,"Class: 10A, Subject: Chemistry, Score: 37% (previous: 72%), Attendance: 58%, Overall avg: 49%, Subject avg: 54%.",Sudden 35% drop in Chemistry (72% to 37%)! This steep decline needs urgent action. STEPS: 1) Diagnose exact weak topic 2) Daily 30-minute focused practice 3) Tutoring support this week 4) Re-test in 5 days to check improvement.
1157,Anjali Kulkarni,Electrical Engineering,Female,Chemistry,Monthly Assessment,2026-03-08,86,100,86,88,86.0,90.0,88.0,86.0,no_risk,"Class: 9A, Subject: Chemistry, Score: 86%, Attendance: 88%, Overall avg: 90%.",✅ Chemistry mastery shown (86% with 88% attendance). Stable and reliable performance. ENHANCEMENT: 1) Move to advanced curriculum 2) Project-based learning in Chemistry 3) Mentoring weaker students 4) Competitive exam preparation.
1158,Shreya Singh,Commerce,Female,Physics,Unit Test 3,2026-03-07,54,100,54,73,54.0,75.0,64.0,54.0,sudden_drop,"Class: 9B, Subject: Physics, Score: 54% (previous: 73%), Attendance: 64%, Overall avg: 72%, Subject avg: 63%.",Physics 19% sudden drop with 64% attendance detected. INTERVENTION: 1) If attendance issue: mandatory attendance plan 2) If academic: intensive tutoring + daily practice 3) If personal: counseling referral 4) Reassess after 1 week.
1159,Swati Desai,Computer Science & Engineering,Female,Physics,Performance Test,2026-02-17,84,100,84,86,84.0,92.0,93.0,84.0,no_risk,"Class: 8A, Subject: Physics, Score: 84%, Attendance: 93%, Overall avg: 92%.",✅ Strong consistent Physics performance (84%). Attendance excellent (93%). Continue current strategy! NEXT: 1) Advanced problem-solving practice 2) Subject competitions participation 3) Higher-order thinking activities 4) Consider this as strong subject for future focus.
1160,Raj Verma,Psychology,Male,Physics,Unit Test 3,2026-02-14,82,100,82,82,82.0,87.0,93.0,82.0,no_risk,"Class: 8B, Subject: Physics, Score: 82%, Attendance: 93%, Overall avg: 87%.",✅ Outstanding Physics achievement (82%). Consistent excellence demonstrated. OPPORTUNITIES: 1) Fast-track to advanced topics 2) Subject-specific clubs/competitions 3) Advanced placement consideration 4) Leverage as strength subject.
1161,Priya Bhat,Biotechnology,Female,Math,Pre-Board Exam,2026-03-14,57,100,57,82,57.0,75.0,52.0,57.0,sudden_drop,"Class: 9A, Subject: Math, Score: 57% (previous: 87%), Attendance: 52%, Overall avg: 56%, Subject avg: 72%.",Math performance fell 30 points abruptly. This significant decline requires prompt intervention. ACTION PLAN: 1) Review recent Math lessons together 2) Create a focused study schedule 3) Arrange peer tutoring or additional support 4) Monitor next test carefully for improvement signs.
1162,Amit Desai,Mechanical Engineering,Male,Science,Pre-Board Exam,2026-02-21,66,100,66,89,66.0,75.0,79.0,66.0,sudden_drop,"Class: 10B, Subject: Science, Score: 66% (previous: 84%), Attendance: 79%, Overall avg: 69%, Subject avg: 75%.",Sudden 18% drop in Science (84% to 66%)! This steep decline needs urgent action. STEPS: 1) Diagnose exact weak topic 2) Daily 30-minute focused practice 3) Tutoring support this week 4) Re-test in 5 days to check improvement.
1163,Pooja Nair,Psychology,Female,English,Formative Test,2026-03-09,67,100,67,81,67.0,75.0,64.0,67.0,gradual_decline,"Class: 9B, Subject: English, Scores history: 90% → 84% → 74%. Attendance: 64%, Overall avg: 70%, Subject avg: 82%.",Gradual English decline detected: 90% → 84% → 74%. Pattern shows consistent downward trend across 3 tests. ACTION: 1) Root cause analysis (fatigue? difficult content?) 2) Stop decline immediately through targeted practice 3) Weekly mini-tests to track recovery 4) Adjust study methods if current approach failing.
1164,Shreya Nair,Commerce,Female,History,Performance Test,2026-02-27,48,100,48,50,48.0,80.0,76.0,48.0,subject_weakness,"Class: 9A, Subject: History, Score: 48%, Attendance: 76%, Overall avg: 80%, Subject avg: 48%.",Student excels generally (80% overall) but struggles in History (48% average). History seems to be learning block. INTENSIVE PLAN: 1) Root cause analysis (anxiety? conceptual block?) 2) Behavior-specific tutoring 3) Simplified History materials 4) Bi-weekly progress tests 5) Peer mentoring in History.
1165,Pooja Sharma,Electrical Engineering,Female,English,Unit Test 1,2026-02-24,54,100,54,72,54.0,75.0,61.0,54.0,sudden_drop,"Class: 10A, Subject: English, Score: 54% (previous: 82%), Attendance: 61%, Overall avg: 63%, Subject avg: 68%.",English 28% sudden drop with 61% attendance detected. INTERVENTION: 1) If attendance issue: mandatory attendance plan 2) If academic: intensive tutoring + daily practice 3) If personal: counseling referral 4) Reassess after 1 week.
1166,Deepika Verma,Psychology,Female,English,Unit Test 2,2026-03-10,56,100,56,73,56.0,75.0,62.0,56.0,sudden_drop,"Class: 9B, Subject: English, Score: 56% (previous: 76%), Attendance: 62%, Overall avg: 69%, Subject avg: 66%.",English performance fell 20 points abruptly. This significant decline requires prompt intervention. ACTION PLAN: 1) Review recent English lessons together 2) Create a focused study schedule 3) Arrange peer tutoring or additional support 4) Monitor next test carefully for improvement signs.
1167,Nikhil Verma,Information Technology,Male,Math,Unit Test 3,2026-02-28,93,100,93,96,93.0,89.0,96.0,93.0,no_risk,"Class: 10B, Subject: Math, Score: 93%, Attendance: 96%, Overall avg: 89%.",✅ Math mastery shown (93% with 96% attendance). Stable and reliable performance. ENHANCEMENT: 1) Move to advanced curriculum 2) Project-based learning in Math 3) Mentoring weaker students 4) Competitive exam preparation.
1168,Amit Kulkarni,Mechanical Engineering,Male,Physics,Unit Test 3,2026-03-04,58,100,58,64,58.0,88.0,92.0,58.0,subject_weakness,"Class: 9B, Subject: Physics, Score: 58%, Attendance: 92%, Overall avg: 88%, Subject avg: 58%.",Strong overall student (88% average) but Physics is weak point (58%). Clear subject gap requiring focused intervention. STRATEGY: 1) Dedicated Physics tutor immediately 2) Daily Physics practice (minimum 45 minutes) 3) Group sessions focusing only on Physics 4) Weekly Physics-only assessments 5) Identify and fix conceptual gaps.
1169,Sanjay Desai,Electrical Engineering,Male,Math,Assessment 2,2026-03-15,66,100,66,81,66.0,75.0,80.0,66.0,gradual_decline,"Class: 8A, Subject: Math, Scores history: 82% → 76% → 67%. Attendance: 80%, Overall avg: 69%, Subject avg: 75%.","Math performance declining (82% → 76% → 67%). With 80% attendance, need to identify barriers. SOLUTION: 1) Review lecture notes missed (if attendance issue) 2) Intensive tutoring 3) Practice past papers 4) Check if personal/health issues affecting study."
1170,Karan Desai,Chemical Engineering,Male,Physics,Unit Test 2,2026-03-10,64,100,64,92,64.0,75.0,86.0,64.0,sudden_drop,"Class: 10A, Subject: Physics, Score: 64% (previous: 92%), Attendance: 86%, Overall avg: 74%, Subject avg: 78%.",Amit's Physics dropped 28 points suddenly (92% → 64%). This large drop suggests struggling with specific content or personal issues. IMMEDIATE ACTION: 1) Identify the struggling topic urgently 2) Schedule one-on-one tutoring session this week 3) Assign targeted practice problems on weak areas 4) Follow up with student on any personal challenges.
1171,Priya Desai,Civil Engineering,Female,Physics,Unit Test 3,2026-02-26,64,100,64,89,64.0,75.0,52.0,64.0,sudden_drop,"Class: 10B, Subject: Physics, Score: 64% (previous: 86%), Attendance: 52%, Overall avg: 75%, Subject avg: 75%.",Physics performance fell 22 points abruptly. This significant decline requires prompt intervention. ACTION PLAN: 1) Review recent Physics lessons together 2) Create a focused study schedule 3) Arrange peer tutoring or additional support 4) Monitor next test carefully for improvement signs.
1172,Divya Nair,Business Administration,Female,Biology,Assessment 1,2026-02-21,93,100,93,103,93.0,91.0,98.0,93.0,no_risk,"Class: 8A, Subject: Biology, Score: 93%, Attendance: 98%, Overall avg: 91%.",✅ Excellent performance in Biology (93%). Keep up strong work! RECOMMENDATIONS: 1) Introduce advanced challenge problems 2) Expand to Olympic-level content 3) Peer tutoring for struggling classmates 4) Consider subject specialization for competitive exams.
1173,Anjali Kulkarni,Computer Science & Engineering,Female,Chemistry,Mid Term Exam,2026-03-04,52,100,52,75,52.0,75.0,92.0,52.0,sudden_drop,"Class: 8B, Subject: Chemistry, Score: 52% (previous: 82%), Attendance: 92%, Overall avg: 56%, Subject avg: 67%.",Chemistry performance fell 30 points abruptly. This significant decline requires prompt intervention. ACTION PLAN: 1) Review recent Chemistry lessons together 2) Create a focused study schedule 3) Arrange peer tutoring or additional support 4) Monitor next test carefully for improvement signs.
1174,Anjali Khan,Biotechnology,Female,Biology,Unit Test 1,2026-03-08,78,100,78,73,78.0,87.0,99.0,78.0,no_risk,"Class: 9A, Subject: Biology, Score: 78%, Attendance: 99%, Overall avg: 87%.",✅ Strong consistent Biology performance (78%). Attendance excellent (99%). Continue current strategy! NEXT: 1) Advanced problem-solving practice 2) Subject competitions participation 3) Higher-order thinking activities 4) Consider this as strong subject for future focus.
1175,Meera Kulkarni,Biotechnology,Female,History,Mid Term Exam,2026-03-11,85,100,85,86,85.0,87.0,80.0,85.0,no_risk,"Class: 9A, Subject: History, Score: 85%, Attendance: 80%, Overall avg: 87%.",✅ History mastery shown (85% with 80% attendance). Stable and reliable performance. ENHANCEMENT: 1) Move to advanced curriculum 2) Project-based learning in History 3) Mentoring weaker students 4) Competitive exam preparation.
1176,Deepika Sharma,Electrical Engineering,Female,Math,Assessment 1,2026-02-24,88,100,88,88,88.0,95.0,93.0,88.0,no_risk,"Class: 9B, Subject: Math, Score: 88%, Attendance: 93%, Overall avg: 95%.",✅ Math performing at 88% - exactly where we want to see! Strong foundations with 93% attendance. SUGGESTIONS: 1) Introduce enrichment materials 2) Problem-solving challenges 3) Subject clubs participation 4) Consider as career-path indicator.
1177,Meera Kulkarni,Commerce,Female,Chemistry,Performance Test,2026-03-03,62,100,62,67,62.0,75.0,84.0,62.0,gradual_decline,"Class: 10B, Subject: Chemistry, Scores history: 79% → 72% → 67%. Attendance: 84%, Overall avg: 81%, Subject avg: 72%.",Chemistry scores declining steadily: 79% → 72% → 67%. This gradual slip could lead to bigger problems if not addressed. PLAN: 1) Identify exact topics causing decline 2) Daily focused practice on weak areas 3) Bi-weekly assessments to track progress 4) Parent communication about support at home.
